reporting_entity_name_in_network_files,provider_group_id,provider_group_id_type,sub_npi,negotiation_arrangement,billing_code,billing_code_type,billing_code_name,billing_code_modifier,negotiated_type,negotiated_rate,billing_class,provider_name,provider_city,provider_state,provider_zip_code
Blue Cross and Blue Shield of Texas,742136445,ein,1811109069,ffs,77373,CPT,SBRT DELIVERY,,negotiated,0,institutional,Surgical Assoc Of Greater Houston,Houston,TX,77015
Blue Cross and Blue Shield of Texas,742194524,ein,1932388980,ffs,77373,CPT,SBRT DELIVERY,,negotiated,0,institutional,Suryam Kodali,Houston,TX,77074
Blue Cross and Blue Shield of Texas,742323822,ein,1881697878,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,institutional,Yoakum Community Hospital,Yoakum,TX,77995
Blue Cross and Blue Shield of Texas,742323822,ein,1881697878,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,550,institutional,Yoakum Community Hospital,Yoakum,TX,77995
Blue Cross and Blue Shield of Texas,742323822,ein,1881697878,ffs,77373,CPT,SBRT DELIVERY,,negotiated,3931.78,institutional,Yoakum Community Hospital,Yoakum,TX,77995
Blue Cross and Blue Shield of Texas,742323822,ein,1881697878,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,10691.41,institutional,Yoakum Community Hospital,Yoakum,TX,77995
Blue Cross and Blue Shield of Texas,742323822,ein,1881697878,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,13534.39,institutional,Yoakum Community Hospital,Yoakum,TX,77995
Blue Cross and Blue Shield of Texas,742323822,ein,1881697878,ffs,178,MS-DRG,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,,negotiated,20118.03,institutional,Yoakum Community Hospital,Yoakum,TX,77995
Blue Cross and Blue Shield of Texas,742323822,ein,1881697878,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,90391.39,institutional,Yoakum Community Hospital,Yoakum,TX,77995
Blue Cross and Blue Shield of Texas,742411643,ein,1588629604,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,percentage,80,institutional,Texas Health Surgery Center Dallas,Dallas,TX,75231
Blue Cross and Blue Shield of Texas,742411643,ein,1588629604,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,percentage,80,institutional,Texas Health Surgery Center Dallas,Dallas,TX,75231
Blue Cross and Blue Shield of Texas,742411643,ein,1588629604,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,percentage,80,institutional,Texas Health Surgery Center Dallas,Dallas,TX,75231
Blue Cross and Blue Shield of Texas,742557820,ein,1811935604,ffs,77373,CPT,SBRT DELIVERY,,percentage,80,institutional,Peterson Health,Kerrville,TX,78028
Blue Cross and Blue Shield of Texas,742557820,ein,1811935604,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,1340,institutional,Peterson Health,Kerrville,TX,78028
Blue Cross and Blue Shield of Texas,742557820,ein,1811935604,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,1662,institutional,Peterson Health,Kerrville,TX,78028
Blue Cross and Blue Shield of Texas,742557820,ein,1811935604,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,1662,institutional,Peterson Health,Kerrville,TX,78028
Blue Cross and Blue Shield of Texas,742557820,ein,1811935604,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,3300,institutional,Peterson Health,Kerrville,TX,78028
Blue Cross and Blue Shield of Texas,742557820,ein,1811935604,ffs,178,MS-DRG,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,,negotiated,7948.2,institutional,Peterson Health,Kerrville,TX,78028
Blue Cross and Blue Shield of Texas,742557820,ein,1811935604,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,10000,institutional,Peterson Health,Kerrville,TX,78028
Blue Cross and Blue Shield of Texas,742557820,ein,1811935604,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,negotiated,12402.6,institutional,Peterson Health,Kerrville,TX,78028
Blue Cross and Blue Shield of Texas,742569553,ein,1356415004,ffs,77373,CPT,SBRT DELIVERY,,negotiated,0,institutional,Radiation Oncology Associates Of South Texas,Victoria,TX,77901
Blue Cross and Blue Shield of Texas,742586482,ein,1598844367,ffs,77373,CPT,SBRT DELIVERY,,negotiated,0,institutional,Waco Surgical Associates,Waco,TX,76710
Blue Cross and Blue Shield of Texas,742683529,ein,1073621074,ffs,77373,CPT,SBRT DELIVERY,,negotiated,0,institutional,Val Verde Regional Medical Center,Del Rio,TX,78840
Blue Cross and Blue Shield of Texas,742781812,ein,1881648863,ffs,178,MS-DRG,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,,percentage,37.1,institutional,St Davids North Austin Medical Center,Austin,TX,78758
Blue Cross and Blue Shield of Texas,742781812,ein,1881648863,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,percentage,37.1,institutional,St Davids North Austin Medical Center,Austin,TX,78758
Blue Cross and Blue Shield of Texas,742781812,ein,1881648863,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,percentage,37.1,institutional,St Davids North Austin Medical Center,Austin,TX,78758
Blue Cross and Blue Shield of Texas,742781812,ein,1881648863,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,percentage,37.1,institutional,St Davids North Austin Medical Center,Austin,TX,78758
Blue Cross and Blue Shield of Texas,742781812,ein,1881648863,ffs,36522,CPT,PHOTOPHERESIS,,percentage,37.1,institutional,St Davids North Austin Medical Center,Austin,TX,78758
Blue Cross and Blue Shield of Texas,742781812,ein,1881648863,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,percentage,37.1,institutional,St Davids North Austin Medical Center,Austin,TX,78758
Blue Cross and Blue Shield of Texas,742781812,ein,1881648863,ffs,77373,CPT,SBRT DELIVERY,,percentage,37.1,institutional,St Davids North Austin Medical Center,Austin,TX,78758
Blue Cross and Blue Shield of Texas,742781812,ein,1477596716,ffs,178,MS-DRG,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,,percentage,40.2,institutional,St Davids Georgetown Hospital,Georgetown,TX,78626
Blue Cross and Blue Shield of Texas,742781812,ein,1477596716,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,percentage,40.2,institutional,St Davids Georgetown Hospital,Georgetown,TX,78626
Blue Cross and Blue Shield of Texas,742781812,ein,1477596716,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,percentage,40.2,institutional,St Davids Georgetown Hospital,Georgetown,TX,78626
Blue Cross and Blue Shield of Texas,742781812,ein,1477596716,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,percentage,40.2,institutional,St Davids Georgetown Hospital,Georgetown,TX,78626
Blue Cross and Blue Shield of Texas,742781812,ein,1477596716,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,percentage,40.2,institutional,St Davids Georgetown Hospital,Georgetown,TX,78626
Blue Cross and Blue Shield of Texas,742781812,ein,1477596716,ffs,36522,CPT,PHOTOPHERESIS,,percentage,40.2,institutional,St Davids Georgetown Hospital,Georgetown,TX,78626
Blue Cross and Blue Shield of Texas,742781812,ein,1477596716,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,percentage,40.2,institutional,St Davids Georgetown Hospital,Georgetown,TX,78626
Blue Cross and Blue Shield of Texas,742781812,ein,1477596716,ffs,77373,CPT,SBRT DELIVERY,,percentage,40.2,institutional,St Davids Georgetown Hospital,Georgetown,TX,78626
Aetna Life insurance Company,742781812,ein,1497903728,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,1857,institutional,St Davids Medical Center,Austin,TX,78705
Aetna Life insurance Company,742781812,ein,1497903728,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,per diem,4164,institutional,St Davids Medical Center,Austin,TX,78705
Aetna Life insurance Company,742781812,ein,1679528889,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,negotiated,10763,institutional,St Davids South Austin Medical Center,Austin,TX,78704
UnitedHealthcare Insurance Company,742791419,ein,1558311936,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,5700,institutional,Olin E Teague Veterans Medical Center,Temple,TX,76504
Blue Cross and Blue Shield of Texas,742791525,ein,1326113762,ffs,77373,CPT,SBRT DELIVERY,,percentage,55,institutional,Palestine Regional Medical Center,Palestine,TX,75801
Blue Cross and Blue Shield of Texas,742791525,ein,1326113762,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,772,institutional,Palestine Regional Medical Center,Palestine,TX,75801
Blue Cross and Blue Shield of Texas,742791525,ein,1326113762,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,1013,institutional,Palestine Regional Medical Center,Palestine,TX,75801
Blue Cross and Blue Shield of Texas,742791525,ein,1326113762,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1013,institutional,Palestine Regional Medical Center,Palestine,TX,75801
Blue Cross and Blue Shield of Texas,742791525,ein,1326113762,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,1013,institutional,Palestine Regional Medical Center,Palestine,TX,75801
Blue Cross and Blue Shield of Texas,742791525,ein,1326113762,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,1013,institutional,Palestine Regional Medical Center,Palestine,TX,75801
UnitedHealthcare Insurance Company,742791525,ein,1164510673,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,5898,institutional,Palestine Regional Medical Center,Palestine,TX,75801
Blue Cross and Blue Shield of Texas,742791525,ein,1326113762,ffs,178,MS-DRG,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,,negotiated,9566.54,institutional,Palestine Regional Medical Center,Palestine,TX,75801
Blue Cross and Blue Shield of Texas,742791525,ein,1326113762,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,negotiated,12571.17,institutional,Palestine Regional Medical Center,Palestine,TX,75801
Blue Cross and Blue Shield of Texas,742791525,ein,1326113762,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,negotiated,28661.66,institutional,Palestine Regional Medical Center,Palestine,TX,75801
Blue Cross and Blue Shield of Texas,742797719,ein,1881678662,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,institutional,Paso Del Norte Surgery Center,El Paso,TX,79912
Blue Cross and Blue Shield of Texas,742797719,ein,1881678662,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,4243.28,institutional,Paso Del Norte Surgery Center,El Paso,TX,79912
Blue Cross and Blue Shield of Texas,742797719,ein,1881678662,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,38097.97,institutional,Paso Del Norte Surgery Center,El Paso,TX,79912
Blue Cross and Blue Shield of Texas,742800155,ein,1417901034,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,per diem,400,institutional,Nurses On Wheels,Corpus Christi,TX,78404
Blue Cross and Blue Shield of Texas,742800155,ein,1417901034,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,per diem,400,institutional,Nurses On Wheels,Corpus Christi,TX,78404
Blue Cross and Blue Shield of Texas,742800155,ein,1417901034,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,400,institutional,Nurses On Wheels,Corpus Christi,TX,78404
Blue Cross and Blue Shield of Texas,742803100,ein,1164480992,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,institutional,Victoria Surgery Center,Victoria,TX,77904
Blue Cross and Blue Shield of Texas,742803100,ein,1164480992,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,2692.85,institutional,Victoria Surgery Center,Victoria,TX,77904
Blue Cross and Blue Shield of Texas,742803100,ein,1164480992,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,26009.19,institutional,Victoria Surgery Center,Victoria,TX,77904
Blue Cross and Blue Shield of Texas,742804199,ein,1831256205,ffs,77373,CPT,SBRT DELIVERY,,negotiated,0,institutional,Rio Grande Surgical Associates,Edinburg,TX,78539
Blue Cross and Blue Shield of Texas,742806957,ein,1518084706,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Victor A Pallares Mdpa,Brownsville,TX,78526
Blue Cross and Blue Shield of Texas,742806957,ein,1518084706,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Victor A Pallares Mdpa,Brownsville,TX,78526
Blue Cross and Blue Shield of Texas,742807627,ein,1336246099,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,professional,Platinum Surgery Center,Harlingen,TX,78550
Blue Cross and Blue Shield of Texas,742807627,ein,1336246099,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,institutional,Platinum Surgery Center,Harlingen,TX,78550
Blue Cross and Blue Shield of Texas,742807627,ein,1336246099,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,2692.85,institutional,Platinum Surgery Center,Harlingen,TX,78550
Blue Cross and Blue Shield of Texas,742807627,ein,1336246099,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,26009.19,institutional,Platinum Surgery Center,Harlingen,TX,78550
Blue Cross and Blue Shield of Texas,742809021,ein,1679794408,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,per diem,450,institutional,Tejas Quality Home Healthcare,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742809021,ein,1679794408,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,per diem,450,institutional,Tejas Quality Home Healthcare,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742809021,ein,1679794408,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,450,institutional,Tejas Quality Home Healthcare,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742809910,ein,1871966135,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Agape Pregnancy Help Center,San Antonio,TX,78238
Blue Cross and Blue Shield of Texas,742809910,ein,1871966135,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Agape Pregnancy Help Center,San Antonio,TX,78238
Blue Cross and Blue Shield of Texas,742810683,ein,1063494334,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,David C Jones,San Marcos,TX,78666
Blue Cross and Blue Shield of Texas,742810683,ein,1063494334,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,David C Jones,San Marcos,TX,78666
Blue Cross and Blue Shield of Texas,742815319,ein,1174769921,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Christopher Wong,Conroe,TX,77304
Blue Cross and Blue Shield of Texas,742815319,ein,1174769921,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Christopher Wong,Conroe,TX,77304
Blue Cross and Blue Shield of Texas,742815582,ein,1366423683,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,95.31,professional,Babcock Medical Associates,San Antonio,TX,78229
Blue Cross and Blue Shield of Texas,742815582,ein,1366423683,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,213.5,professional,Babcock Medical Associates,San Antonio,TX,78229
Blue Cross and Blue Shield of Texas,742815582,ein,1366423683,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,651.43,professional,Babcock Medical Associates,San Antonio,TX,78229
Blue Cross and Blue Shield of Texas,742815582,ein,1366423683,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,911.05,professional,Babcock Medical Associates,San Antonio,TX,78229
Blue Cross and Blue Shield of Texas,742815622,ein,1740236207,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,105.57,professional,South Texas Comprehensive Cancer Centers,Corpus Christi,TX,78405
Blue Cross and Blue Shield of Texas,742815622,ein,1740236207,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,236.5,professional,South Texas Comprehensive Cancer Centers,Corpus Christi,TX,78405
Blue Cross and Blue Shield of Texas,742815622,ein,1740236207,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,721.61,professional,South Texas Comprehensive Cancer Centers,Corpus Christi,TX,78405
Blue Cross and Blue Shield of Texas,742815622,ein,1740236207,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1009.19,professional,South Texas Comprehensive Cancer Centers,Corpus Christi,TX,78405
Blue Cross and Blue Shield of Texas,742816900,ein,1457429052,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,256.31,professional,Savita Koolwal Mdpa,Pharr,TX,78577
Blue Cross and Blue Shield of Texas,742816900,ein,1457429052,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,782.06,professional,Savita Koolwal Mdpa,Pharr,TX,78577
Blue Cross and Blue Shield of Texas,742816900,ein,1457429052,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1093.74,professional,Savita Koolwal Mdpa,Pharr,TX,78577
Blue Cross and Blue Shield of Texas,742816900,ein,1457429052,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,2510.63,professional,Savita Koolwal Mdpa,Pharr,TX,78577
Blue Cross and Blue Shield of Texas,742818172,ein,1629293279,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,248.88,professional,Central Texas Ent,College Station,TX,77845
Blue Cross and Blue Shield of Texas,742820153,ein,1801925755,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Oaferina Professional,Laredo,TX,78045
Blue Cross and Blue Shield of Texas,742820153,ein,1801925755,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Oaferina Professional,Laredo,TX,78045
Blue Cross and Blue Shield of Texas,742825112,ein,1932128048,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,95.31,professional,Patrick H Peters Jr,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742825112,ein,1932128048,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,213.5,professional,Patrick H Peters Jr,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742825112,ein,1932128048,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,651.43,professional,Patrick H Peters Jr,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742825112,ein,1932128048,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,911.05,professional,Patrick H Peters Jr,San Antonio,TX,78240
Blue Cross and Blue Shield of Texas,742825776,ein,1770519159,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,per diem,400,institutional,The Williamsburg Care Company,San Antonio,TX,78228
Blue Cross and Blue Shield of Texas,742825776,ein,1770519159,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,per diem,400,institutional,The Williamsburg Care Company,San Antonio,TX,78228
Blue Cross and Blue Shield of Texas,742825776,ein,1770519159,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,400,institutional,The Williamsburg Care Company,San Antonio,TX,78228
Blue Cross and Blue Shield of Texas,742825777,ein,1063448439,ffs,455,MS-DRG,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC MCC,,per diem,400,institutional,The Fredericksburg Care Co,San Antonio,TX,78229
Blue Cross and Blue Shield of Texas,742825777,ein,1063448439,ffs,470,MS-DRG,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,,per diem,400,institutional,The Fredericksburg Care Co,San Antonio,TX,78229
Blue Cross and Blue Shield of Texas,742825777,ein,1063448439,ffs,928,MS-DRG,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC MCC,,per diem,400,institutional,The Fredericksburg Care Co,San Antonio,TX,78229
Blue Cross and Blue Shield of Texas,742825877,ein,1942373816,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Texas Avenue Medical Clinic,Bryan,TX,77802
Blue Cross and Blue Shield of Texas,742825877,ein,1942373816,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Texas Avenue Medical Clinic,Bryan,TX,77802
Blue Cross and Blue Shield of Texas,742827203,ein,1396933586,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,William B Shay,Victoria,TX,77901
Blue Cross and Blue Shield of Texas,742827203,ein,1396933586,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,William B Shay,Victoria,TX,77901
Blue Cross and Blue Shield of Texas,742827239,ein,1861723678,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Avery Design Co,Dallas,TX,75244
Blue Cross and Blue Shield of Texas,742827239,ein,1861723678,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Avery Design Co,Dallas,TX,75244
Blue Cross and Blue Shield of Texas,742829611,ein,1386652527,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,0,professional,Cornerstone Regional Hospital,Edinburg,TX,78539
Blue Cross and Blue Shield of Texas,742829967,ein,1295770733,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,151.83,professional,Phillip Day & Associates,Killeen,TX,76549
Blue Cross and Blue Shield of Texas,742829967,ein,1295770733,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,1037.79,professional,Phillip Day & Associates,Killeen,TX,76549
Blue Cross and Blue Shield of Texas,742830758,ein,1447365051,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Drfrancisco J Cota,El Paso,TX,79902
Blue Cross and Blue Shield of Texas,742830758,ein,1447365051,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Drfrancisco J Cota,El Paso,TX,79902
Blue Cross and Blue Shield of Texas,742832657,ein,1730205253,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,217.87,professional,Dario Arango,Mcallen,TX,78504
Blue Cross and Blue Shield of Texas,742832657,ein,1730205253,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,664.75,professional,Dario Arango,Mcallen,TX,78504
Blue Cross and Blue Shield of Texas,742832657,ein,1730205253,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,929.68,professional,Dario Arango,Mcallen,TX,78504
Blue Cross and Blue Shield of Texas,742833059,ein,1689830218,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Arrhythmia Consultants Of South Texas,Harlingen,TX,78550
Blue Cross and Blue Shield of Texas,742833059,ein,1689830218,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Arrhythmia Consultants Of South Texas,Harlingen,TX,78550
Blue Cross and Blue Shield of Texas,742833678,ein,1750494035,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Peregrine Cancer Care,Corpus Christi,TX,78412
Blue Cross and Blue Shield of Texas,742833678,ein,1750494035,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Peregrine Cancer Care,Corpus Christi,TX,78412
Blue Cross and Blue Shield of Texas,742838972,ein,1598775348,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,107.58,professional,El Paso Integrated Physicians Group,El Paso,TX,79912
Blue Cross and Blue Shield of Texas,742838972,ein,1598775348,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,241,professional,El Paso Integrated Physicians Group,El Paso,TX,79912
Blue Cross and Blue Shield of Texas,742838972,ein,1598775348,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,735.34,professional,El Paso Integrated Physicians Group,El Paso,TX,79912
Blue Cross and Blue Shield of Texas,742838972,ein,1598775348,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1028.4,professional,El Paso Integrated Physicians Group,El Paso,TX,79912
Blue Cross and Blue Shield of Texas,742840936,ein,1508834870,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,251.69,professional,Christus Health Santa Rosa Hospital San Marcos,San Marcos,TX,78666
UnitedHealthcare Insurance Company,742840936,ein,1508834870,ffs,36522,CPT,PHOTOPHERESIS EXTRACORPOREAL,,negotiated,353.07,professional,Christus Health Santa Rosa Hospital San Marcos,San Marcos,TX,78666
Blue Cross and Blue Shield of Texas,742840936,ein,1508834870,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,767.95,professional,Christus Health Santa Rosa Hospital San Marcos,San Marcos,TX,78666
UnitedHealthcare Insurance Company,742840936,ein,1508834870,ffs,47562,CPT,LAPAROSCOPY SURG CHOLECYSTECTOMY,,negotiated,921.3,professional,Christus Health Santa Rosa Hospital San Marcos,San Marcos,TX,78666
Blue Cross and Blue Shield of Texas,742840936,ein,1508834870,ffs,33249,CPT,INSJ RPLCMT DEFIB W LEAD S ,,negotiated,1074,professional,Christus Health Santa Rosa Hospital San Marcos,San Marcos,TX,78666
UnitedHealthcare Insurance Company,742840936,ein,1508834870,ffs,33249,CPT,INSJ//RPLCMT PERM DFB W//TRNSVNS LDS 1//DUAL CHMBR,,negotiated,1343.45,professional,Christus Health Santa Rosa Hospital San Marcos,San Marcos,TX,78666
Blue Cross and Blue Shield of Texas,742840936,ein,1508834870,ffs,36522,CPT,PHOTOPHERESIS,,negotiated,2465.33,professional,Christus Health Santa Rosa Hospital San Marcos,San Marcos,TX,78666
Blue Cross and Blue Shield of Texas,742843213,ein,1639170541,ffs,15777,CPT,ACELLULAR DERM MATRIX IMPLT,,negotiated,169.5,professional,Senior Adult Specialty Healthcare,Austin,TX,78757
Blue Cross and Blue Shield of Texas,742843213,ein,1639170541,ffs,47562,CPT,LAPAROSCOPIC CHOLECYSTECTOMY,,negotiated,517.18,professional,Senior Adult Specialty Healthcare,Austin,TX,78757
